global index i, global index j, local index i, local index j, tx, ty, tz, r11, r12, r13, r21, r22, r23, r31, r32, r33, number of matches 
100, 101, 56, 60, -0.2897844754013953, 0.041270019975730717, 0.005757542054488676, 0.9861204937698276, -0.010398611073426786, 0.16570528251958372, 0.01094268655534135, 0.9999373165784988, -0.0023707645902566205, -0.16567024288659365, 0.004151120515532275, 0.9861724691048531, 515
101, 102, 60, 65, -0.3317382322691344, -0.04378571973566118, 0.029242526485839436, 0.9657819684473806, 0.2562007319524784, 0.040328332086975144, 0.2562169787886626, -0.9666071118312151, 0.00485295144493362, 0.040224982315883166, 0.005645910407641783, -0.9991746966838961, 481
102, 103, 65, 71, -0.13304853241218856, 0.025856602760677985, 0.002434938139992198, 0.9997139663907357, -0.0006384841240691584, 0.023907692095350652, 0.0006427965386310301, 0.9999997784948189, -0.0001726931465809757, -0.023907576537840397, 0.00018801153226282894, 0.9997141553642975, 649
103, 104, 71, 75, -0.10849514166442104, -0.02569436900408702, -0.04416303038841664, 0.998799769046828, 0.019726701367069305, 0.044831669667513625, -0.01939253200304221, 0.9997809200832, -0.007876645231405806, -0.04497722817730671, 0.006997791849213014, 0.9989635027641007, 772
104, 105, 75, 80, -0.20189658774417002, -0.08200813392369465, 0.09210369297804057, 0.988138765926279, -0.0164054506123866, 0.1526847748267505, 0.012591651806378954, 0.9995849275503195, 0.0259118297117231, -0.1530464948258459, -0.02368192991348166, 0.9879351884699195, 543
105, 106, 80, 85, -0.33942759479353, 0.04881496538354765, 0.13282139092475181, 0.9595545275688494, 0.018221327676174317, 0.2809325396600403, -0.010130324620313484, 0.9994917534639991, -0.030226003383634688, -0.28134051458190257, 0.02615756057391264, 0.9592514252684811, 494
106, 107, 85, 90, -0.3737335474156791, 0.03731177175567224, 0.12692630241706537, 0.9725251027050921, 0.03467250708600537, 0.23020152445373032, -0.031188958299476675, 0.99933752486244, -0.018755273445237575, -0.23069931401858068, 0.011060228486928298, 0.9729622283815403, 373
107, 108, 90, 95, -0.36207535408062963, 0.057096479340088414, -0.2552941593553682, 0.9930541087724738, 0.0015739850053607053, 0.11764803279830392, 0.0012577487743325535, 0.9997113732783063, -0.023991419424939958, -0.11765183856671581, 0.023972749304275034, 0.9927655071428831, 203
108, 109, 95, 100, -0.3957582991631101, -0.030690826432133746, 0.03738118954907873, 0.9959020659060447, 0.002841139110285752, 0.09039360072830521, -0.0027256112728666214, 0.9999953034522663, -0.0014014694426921171, -0.09039715796009004, 0.0011493484961408547, 0.9959051324452409, 206
109, 110, 100, 106, -0.3234921350741801, -0.030665124018989635, 0.02618203669564734, 0.9978562371627752, -0.02477642626105383, 0.06057275507254052, 0.024431737787359305, 0.9996808562809325, 0.00642462248784429, -0.06071260284353769, -0.004930951951921632, 0.9981431087618702, 308
110, 111, 106, 110, -0.04553143556650369, -0.001706483654810631, 0.02477379025990521, 0.99944078537993, 0.014681592134276297, 0.030042759053581544, -0.01484504522951023, 0.9998761549686822, 0.005224878675883813, -0.029962328869475398, -0.0056679429643096725, 0.9995349585038388, 580
111, 112, 110, 115, -0.15522261360725095, 0.007143075960784094, -0.031367428232800615, 0.9968768508681614, 0.004036162430766219, 0.07886858434135757, -0.00427040894918471, 0.9999869571019601, 0.0028016483307845993, -0.07885624775871687, -0.003129699473613392, 0.9968810847692017, 543
112, 113, 115, 120, -0.19479101627386092, 0.1051261033833698, 0.03786496375815003, 0.992181334140111, 0.002234734310909146, 0.1247846390647037, 0.002304446311990684, 0.9993411861504413, -0.03621992808695517, -0.12478337113231104, 0.036224296073058375, 0.9915225215106651, 455
113, 114, 120, 129, -0.4418383906896703, -0.07725456764698045, 0.09572510597340056, 0.9789714620762331, -0.010095373706944908, 0.20374729414164025, 0.0018342418329788089, 0.9991699662091786, 0.04069415415568962, -0.203988999696604, -0.039464693781480216, 0.9781774000392326, 267
114, 115, 129, 130, -0.013226696737190697, -0.0018426875160806274, 0.006610298124142647, 0.9999968846897136, 0.0024952683901479653, 6.516539224203522e-05, -0.002495321972802059, 0.9999965376113954, 0.0008355438186562566, -6.308026053480583e-05, -0.0008357038243131214, 0.9999996488099377, 799
115, 116, 130, 135, -0.041919700733295526, -0.002193066274960719, 0.03423566537933622, 0.9996471055797361, 0.016612518215157253, 0.02072893013657684, -0.01669933706515585, 0.9998524659945989, 0.004022236455464491, -0.020659052438104036, -0.004366976422013333, 0.999777041679438, 643
116, 117, 135, 140, -0.18721921826583135, -0.008619046046652886, 0.03354730051475471, 0.9983635166491719, -0.004266975363356566, 0.05702702469134916, 0.003866280532980708, 0.999967072082243, 0.007134887953316802, -0.05705559130128729, -0.006902729352553719, 0.998347139941186, 515
117, 118, 140, 145, -0.1596754551179222, -0.01651854690975297, 0.01684417200074229, 0.9991741208932843, -0.018817822224068397, 0.036013410056198465, 0.018932855819485478, 0.999816678888851, -0.002855798695108089, -0.03595306812569838, 0.0035352768507945064, 0.9993472262982157, 365
118, 119, 145, 150, -0.14777977914366255, 0.021432137054892636, 0.034899567625355024, 0.9958882499748923, 0.010486308261857445, 0.08998128083653564, -0.011845056567256122, 0.9998235487931431, 0.0145796403797863, -0.08981251692756811, -0.015585525904591113, 0.995836735205833, 512
119, 120, 150, 156, -0.26232095036835557, -0.025431255977676075, 0.026703358003797754, 0.9941757346461051, -0.010844293293053678, 0.10722411083264553, 0.009567188607980384, 0.9998771252734197, 0.012417860407550775, -0.10734559861967588, -0.01131970220175056, 0.9941573249737926, 365
120, 121, 156, 160, -0.18920560292185332, -0.014925406504071568, 0.04854754652405188, 0.9970371070830397, 0.003468868842096552, 0.07684382895483048, -0.003286359739553058, 0.9999914713988822, -0.0025013934437377776, -0.0768518505902441, 0.002241445617112144, 0.9970400037021586, 708
121, 122, 160, 165, -0.1341650235139346, -0.017528299125489383, 0.028335792519443702, 0.99308732617182, 0.002119315833678612, 0.117358728253599, -0.0037769302287342073, 0.9998962049673872, 0.013903743735554272, -0.11731708057632624, -0.014250887418466853, 0.9929922531484494, 709
122, 123, 165, 170, -0.14689313307409, -0.06973349123786808, 0.05648887728047788, 0.997913612368659, 0.020011606791025986, 0.061383693624408694, -0.020714580863224277, 0.9997266937358685, 0.01083715698925823, -0.06115004815202405, -0.012086083964223088, 0.9980554083744124, 828
123, 124, 170, 175, -0.3012951358999749, -0.012314840979292915, 0.05927069023328025, 0.9900242588785071, -0.002319430792715957, 0.14087791549019055, 0.0017965788155881002, 0.9999910192486552, 0.003838453672351418, -0.1408855533283038, -0.003547063973655493, 0.990019534757039, 594
124, 125, 175, 180, -0.3363717981867664, -0.027173730629558177, 0.08718010131017406, 0.9783189752563679, -0.0038277575554033928, 0.20706842087925267, 0.001683509853192678, 0.9999431357559763, 0.010530481901564357, -0.20709695422169908, -0.009953568536058046, 0.9782697879549861, 537
125, 126, 180, 185, -0.4534035242279351, -0.03427996573233878, 0.13362701319486675, 0.9536095531447115, -0.017974974095825987, 0.30050910212071497, 0.014958578976554672, 0.9998120196342806, 0.012335570915986529, -0.3006743438774684, -0.007268129131732447, 0.9536991733417716, 535
126, 127, 185, 194, -0.3653631406728451, -0.020478163932572988, -0.5974415291337972, 0.9964464302108378, 0.0039140674182848445, 0.08413793315932701, -0.0061383215701875235, 0.9996380480959154, 0.026193392435674846, -0.0840049565703074, -0.026616778077622263, 0.9961097903325655, 333
127, 128, 194, 195, -0.03589182122632393, -0.008768159769305896, -0.05482319620767575, 0.9998503399827743, 0.0168747000174099, 0.0038134152216200523, -0.016841713008192313, 0.9998218429343905, -0.008522857163459782, -0.003956556492679126, 0.008457357187765668, 0.9999564084349475, 828
128, 129, 195, 200, -0.33291557125165083, 0.010139683398928628, 0.08972990496065365, 0.9624930709366595, -0.0033495537326562724, 0.27128558547904985, 0.0025992425314572344, 0.9999917390570647, 0.003125020942325253, -0.27129381182987106, -0.002302673971570007, 0.9624938261388479, 500
129, 130, 200, 205, -0.34749853970272193, -0.03334083029427995, 0.14762473016836222, 0.9968968651345642, 0.0016461344848594833, 0.07870152810546911, -0.0016417371605772207, 0.999998645079175, -0.00012057740112181688, -0.07870161995774826, -9.003990100971033e-06, 0.9968982169383966, 397
130, 131, 205, 210, -0.3171366850975168, -0.011457092820328625, 0.01731680184000719, 0.9982138858442957, -0.009390072325995561, 0.058998852949395504, 0.009026684064066695, 0.9999386317657128, 0.006422746867319947, -0.059055542351580684, -0.005878711102506898, 0.9982373884369059, 359
131, 132, 210, 215, -0.2730589732392541, -0.022644987306432978, 0.057129916943598015, 0.9987293882789284, -0.01488671996632009, 0.048145555938654494, 0.014307606414172556, 0.9998213597631416, 0.012350747349040214, -0.04832081732229651, -0.011646206679732703, 0.9987639683545243, 354
132, 133, 215, 220, -0.08590983754996827, -0.008101378582833852, -0.020969385955962146, 0.9996102063435299, -0.0019544372556132665, 0.027849875203662593, 0.0016452027935293582, 0.9999367928559825, 0.011122212039878596, -0.02786985255816555, -0.011072057979695031, 0.9995502392828888, 600
133, 134, 220, 225, -0.10934075111657982, -0.010939631069840893, 0.01878104760004983, 0.9979937023687993, 0.03369332083563379, 0.053603452904487175, -0.03375117379676336, 0.9994302516638426, 0.0001741450236935257, -0.053567044902227655, -0.0019829750920308817, 0.9985622862446925, 488
134, 135, 225, 230, -0.16467948537619476, -0.029984914552323542, 0.022305489392127644, 0.9946451882382681, -0.02472563031022443, 0.1003473603052047, 0.023286665832449645, 0.9996088794273361, 0.015486102299583046, -0.10069101602858266, -0.01306642169024994, 0.9948319395331778, 659
135, 136, 230, 238, 0.08991718356066036, -0.4948558153170672, 0.099519063294117, 0.99891746177651, -0.04394391123621844, 0.01525900466079206, 0.04417466676006408, 0.9989092481504211, -0.015129863720396704, -0.014577495484890764, 0.015787546510583925, 0.9997690983424944, 273
137, 138, 4, 5, -0.06435970485557434, 0.01566216912542181, 0.018086822553604043, 0.9987123453910408, 0.0016607849263681875, 0.050703973778738365, -0.0014621393319370851, 0.9999911116331797, -0.003954592673350865, -0.05071009083112186, 0.00387536424952103, 0.9987058967683293, 921
138, 139, 5, 10, -0.4432809816170189, -0.024480463228194776, 0.2039200117343409, 0.9611550740677892, -0.018479864677034465, 0.2753895753206023, 0.012097515879497771, 0.9996178299108291, 0.0248564726763473, -0.27574367391345234, -0.020559395075810817, 0.9610113098038066, 376
139, 140, 10, 15, -0.4577774349642244, -0.02579461756908668, -0.011708601950305684, 0.996205906436389, -0.018629255280175415, 0.08501025131688068, 0.018214402284190974, 0.9998181224354501, 0.0056531052600334005, -0.08510010300042424, -0.004083245933986272, 0.996364039682264, 309
140, 141, 15, 20, -0.36937910131775914, -0.021592367392800276, 0.06096410327933181, 0.9971048874074304, -0.01862337203299908, 0.07372254419332236, 0.01788788374702492, 0.9997835513297006, 0.010624222589194782, -0.07390444589650065, -0.009274723968525349, 0.9972221980943058, 277
141, 142, 20, 25, -0.3327672562671609, 0.006522752767084368, -0.010498841720525181, 0.9980748520228532, 0.012476787199484295, 0.06075293853583035, -0.013026784424424788, 0.9998775997471923, 0.008665356966287063, -0.06063738654591755, -0.009440090305308705, 0.9981152198258016, 380
142, 143, 25, 30, -0.2962921585475888, 0.012522918961554063, 0.08370532875522982, 0.9966776210181186, -0.015082715560741165, 0.08003893710549309, 0.013904325269375876, 0.9997868827141463, 0.015259714660932141, -0.08025203736022367, -0.014096128689943057, 0.9966749267717585, 435
143, 144, 30, 35, -0.26648700961808663, -0.024225847193556947, 0.03691939699721638, 0.9969881514827242, -0.003714170603689067, 0.0774650291408155, 0.003443324416189756, 0.999987484522559, 0.003629643950776061, -0.07747754074585343, -0.0033519747867830764, 0.996988462794331, 497
144, 145, 35, 40, -0.29113544687239773, 0.013275300400059224, 0.02089700086339475, 0.998151515302325, -0.010836747450005298, 0.05980064719028638, 0.010618312128619627, 0.9999357459819022, 0.00396930159548994, -0.059839819077362855, -0.00332698246487119, 0.9982024480236797, 541
145, 146, 40, 45, -0.13941128157583452, 0.014970346196813313, 0.02321763769334413, 0.9995548073432506, 0.015707712456846122, 0.025366412564063853, -0.015844434102587127, 0.9998609582522048, 0.005197891009971722, -0.02528123859635905, -0.005597493399354017, 0.9996647073107453, 683
146, 147, 45, 50, -0.17198902226768364, -0.008948309728296803, 0.05222601560906499, 0.9972709722645992, 0.004362094208347008, 0.07369925381262832, -0.00442840162626894, 0.9999899234961067, 0.0007363187401805197, -0.07369529929009856, -0.0010606792013551037, 0.9972802403648507, 669
147, 148, 50, 55, -0.2561275109122399, -0.0009968567278642552, -0.0013940421058757473, 0.9978210179846635, -0.022765323399813905, 0.06192702252289825, 0.02277834670635678, 0.9997404168810411, 0.0004957578511996222, -0.06192223340105448, 0.0009159175857611673, 0.9980805569219358, 484
148, 149, 55, 60, -0.27404833284066693, -0.0012879383586302802, -0.044990991329750395, 0.9971622272440009, -0.009645268032895449, 0.07466231554376744, 0.009130357657242436, 0.9999321449277996, 0.007234784664425093, -0.07472703076420427, -0.006532560345176409, 0.9971826294759162, 488
149, 150, 60, 65, -0.3260046183269025, 0.02298867277415134, -0.01995915909862352, 0.9952953522764735, 0.008732634810801141, 0.0964930195719477, -0.008706679825595375, 0.9999618580601781, -0.0006900371373046362, -0.09649536498332789, -0.00015334307116038676, 0.9953334220363733, 490
150, 151, 65, 72, -0.562508335166331, 0.0018355639783277586, -0.08844224118142584, 0.9936971392023328, -0.023081056495668214, 0.10969621858634626, 0.02180229459111312, 0.9996798120828428, 0.012842634643039133, -0.10995751675834618, -0.01037006003145766, 0.9938821893782391, 295
151, 152, 72, 75, -0.26560090968883965, -0.0005497643423013334, 0.0020659000323693436, 0.997838689109873, -0.006650826557644693, 0.06537367223577469, 0.006015914382885319, 0.9999328564604828, 0.00990410747706246, -0.06543515331706777, -0.009489419206652078, 0.9978117014915653, 568
152, 153, 75, 80, -0.3762069785131958, -0.04482777508536828, 0.08910969552889848, 0.9565210274767376, 0.23202130741427918, -0.17673040740238932, 0.2318604137105108, -0.9725035584095953, -0.021853545128090714, -0.17694143819025765, -0.020073409935615138, -0.984016659241458, 519
153, 154, 80, 85, -0.32068816824359847, -0.014352850632084408, 0.07137191142556168, 0.9724398533770239, -0.0025176123881782324, 0.23314028650564758, -0.001911369399904596, 0.9998220161077763, 0.018769197457483493, -0.23314604485405613, -0.018697532833071552, 0.972261962659687, 544
154, 155, 85, 90, -0.31127801942161964, 0.0014326575149854988, 0.08197542067400108, 0.9928702775792152, -0.019551725675967448, 0.11758546646105382, 0.0180905717611009, 0.9997454658605709, 0.013480901475286087, -0.11781911183304847, -0.011257598070709543, 0.9929712600939414, 616
155, 156, 90, 95, -0.30815348736011733, -0.021067099562638494, 0.08005022576476113, 0.9881066451249643, -0.014447717530921033, 0.15308991252866702, 0.012612917818157548, 0.9998365980952301, 0.012949571941580834, -0.15325198910291624, -0.010864647601486735, 0.9881274144909121, 602
156, 157, 95, 101, -0.42345097893191375, -0.02992911202600568, 0.1307249411164322, 0.9869320723413163, -0.02076282536994618, 0.1597935845606197, 0.020744464265970416, 0.9997832201655659, 0.0017832211553248025, -0.15979596924325976, 0.0015549141545820868, 0.9871488390590242, 297
157, 158, 101, 105, -0.337748599430116, -0.03397506653595578, 0.07388025448706038, 0.9953125271193032, -0.022772637665382223, 0.09399138435595424, 0.022204383737464656, 0.9997283305113581, 0.007087348997512812, -0.09412724739535669, -0.004967106475035542, 0.9955477834594572, 327
158, 159, 105, 111, -0.49578608704157734, -0.01266606943500284, -0.08951468685012942, 0.9979790725004118, -0.002101866701934306, 0.06350868450522959, 0.0015254421301138228, 0.9999572170503985, 0.00912343658551663, -0.06352514366394744, -0.009008119958657579, 0.9979395822880687, 189
159, 160, 111, 115, -0.3055898092543638, -0.028692364193124528, 0.04059799270471251, 0.997357916874538, -0.019805857559947397, 0.06989215731394338, 0.01942295438325075, 0.9997924176738607, 0.00615389347339947, -0.06999953207492261, -0.004780122192039677, 0.9975355712660681, 400
160, 161, 115, 121, -0.27813721588736423, -0.017433581892999383, 0.07918769098500301, 0.997175000183453, -0.005360470032853348, 0.07492185509020265, 0.005407797790983526, 0.9999852858007292, -0.0004288415622985842, -0.07491845388275355, 0.0008327923274170446, 0.9971893158897948, 410
161, 162, 121, 127, -0.05000249478042342, 0.0020233846375252084, 0.00817376449463958, 0.9998853133082015, 0.0052068806581267, 0.014221414288737076, -0.0052868563614617845, 0.9999703899273759, 0.0055918170843519, -0.01419187726740665, -0.005666362351950478, 0.9998832346615895, 550
162, 163, 127, 130, -0.043885144338646105, -0.015008701977608917, -0.00040922681934974663, 0.9986442705514285, 0.02914367517132924, 0.043130813721901654, -0.02867204178815671, 0.9995225616320313, -0.011513592325590821, -0.04344576981138125, 0.0102613345160246, 0.9990030881330881, 588
163, 164, 130, 135, -0.1804349373379259, -0.019768730912772092, 0.06495098633874546, 0.9962879438415568, -0.011338374253400414, 0.08533331251775253, 0.011164403034300758, 0.9999345115771785, 0.0025156831670688122, -0.08535624793095276, -0.001553649316675984, 0.9963492846953574, 417
164, 165, 135, 140, -0.2823007959897274, -0.03348470826432729, 0.08812115883367103, 0.996124317833587, -0.023285766461610343, 0.08481813780593343, 0.0234061544970676, 0.9997259480659163, -0.00042508277305770094, -0.0847849948530421, 0.002408701724973868, 0.9963963582850801, 410
165, 166, 140, 145, -0.320073306337569, -0.02832845300340274, 0.1803396723604932, 0.9901298713243334, -0.004921072864701698, 0.14006648761612764, 0.004363377101531519, 0.9999812848128113, 0.004288468769692616, -0.14008497011288756, -0.0036349781263576918, 0.990132813355104, 330
166, 167, 145, 150, -0.29977489120110246, -0.014379975182921015, 0.1093437170497605, 0.9957967018540029, -0.008702208419571133, 0.09117675221958801, 0.008893683029023852, 0.9999590156353025, -0.0016939456472090117, -0.09115827433024938, 0.002497722622467526, 0.9958332844421459, 400
167, 168, 150, 155, -0.19305783101714624, -0.00871472455252379, -0.0034091466597290314, 0.9985667071748251, -0.023965494342105317, 0.047855892040225355, 0.023674497225345197, 0.9996976795209651, 0.006638353826441852, -0.04800051565508755, -0.005495874938209121, 0.9988321910388698, 601
168, 169, 155, 162, -0.07222465698477777, -0.005848075520038213, -0.009417021446797609, 0.9995212618657167, -0.0007804377693835082, 0.03092956506731744, 0.0006617849360790181, 0.9999923840634302, 0.003846278179664912, -0.03093233129047553, -0.003823968099384362, 0.9995141660571454, 841
169, 170, 162, 165, -0.02341621151172684, -0.0028038920972675973, 0.0016654230267375764, 0.999676520792817, 0.025409712820634704, -0.0010955683188717971, -0.02541211029898874, 0.9996745663050203, -0.002232965074025151, 0.0010384727827559787, 0.0022600834592126076, 0.9999969067937347, 1077
170, 171, 165, 170, -0.16173953998049767, 0.0070868896178592775, -0.14000617481083344, 0.9954922771544203, -0.02037737090470477, 0.0926276896015318, 0.019488371468784807, 0.9997550299664484, 0.010492065300988477, -0.09281879929949674, -0.008639607155283988, 0.9956455331516344, 689
171, 172, 170, 175, -0.24969082545068805, -0.0010195615107361725, 0.010002674286136897, 0.9994197137230127, 0.002104829074438175, 0.03399713982644069, 0.0021076058737002135, -0.9999977779455749, -4.5840960412718485e-05, 0.03399696779555944, 0.00011746693111814576, -0.9994219291081359, 573
172, 173, 175, 180, -0.28377361585839705, -0.020722300341530143, 0.08155197772773076, 0.9796443497138745, 0.0034888380735585986, 0.20071067754999128, -0.007083613184903211, 0.9998270650906302, 0.01719483458784626, -0.20061597767358108, -0.018266579350092058, 0.9794996485864199, 441
173, 174, 180, 185, -0.19964265505062848, -0.018795465823435338, 0.04011487665836174, 0.9881885472437424, -0.011472107723300342, 0.1528129112368676, 0.009815777645662856, 0.999884666391655, 0.011588978559809969, -0.15292823678285417, -0.009952118328969514, 0.9881871835514026, 623
174, 175, 185, 191, -0.07041045460340628, -0.004980067712249872, 0.0005345756313863321, 0.99745373504039, 0.0016507746319005204, 0.07129741507999957, -0.002164512402587591, 0.9999722464481852, 0.007128900295902393, -0.07128366811573315, -0.007265072366091458, 0.9974296252786367, 750
175, 176, 191, 195, 0.03350801157048285, -0.05216127769606732, 0.18827417113678363, 0.9998642589305079, -0.007305000505489958, 0.01476823215422826, 0.007354595130145844, 0.9999674873724247, -0.0033066793843773024, -0.01474359670562196, 0.0034148449004634145, 0.9998854760373748, 554
177, 178, 4, 5, -0.0545248064976118, 0.005861570876612892, 0.016449568761045117, 0.9999527240629991, -0.0054541215111390375, 0.008049981212974917, 0.005468114349034311, 0.999983575236982, -0.0017172599479765584, -0.008040482849518606, 0.0017611969806835626, 0.9999661238365738, 782
178, 179, 5, 10, -0.3092174452984405, 0.019444660174738133, -0.03612417496500665, 0.9987477256031567, 0.007080203594807067, 0.049526268985029834, -0.007636322543100769, 0.9999098036969424, 0.011048576775302124, -0.049443575725661534, -0.011412939489811001, 0.9987117089689409, 380
179, 180, 10, 15, -0.2680820361509832, -0.01327587364611088, -0.04595890727310019, 0.9987728030579013, 0.014673374051967964, 0.047303065078212456, -0.014341777635012126, 0.9998701969105404, -0.0073418488369728745, -0.04740465468844159, 0.006654428901724484, 0.998853601530205, 382
180, 181, 15, 20, -0.29657008326811257, -0.02044288933998098, 0.11118006290805384, 0.9952792409009661, -0.008428584234715781, 0.09668604655995926, 0.00781320193889849, 0.999946750999235, 0.00674159043073638, -0.09673772018741385, -0.00595433739992215, 0.9952920975065912, 351
181, 182, 20, 25, -0.315961181708315, -0.0092542509447226, -0.004414488648294145, 0.9955908225066223, -0.0028134882161266568, 0.09376032436294718, 0.0018646540794190081, 0.9999461803427531, 0.010205855334202077, -0.09378399226814493, -0.00998602533525067, 0.9955424863320763, 431
182, 183, 25, 30, -0.3246787295305188, 0.005182217911129743, 0.016553052968893835, 0.9982413117526884, -0.015055995642513748, 0.05733760114867551, 0.014910167792617182, 0.9998844254170325, 0.0029703038307973737, -0.057375695260867624, -0.002110166738406279, 0.998350427850696, 429
183, 184, 30, 35, -0.27819925298024467, -0.009458113320328225, 0.045831905678427286, 0.9913874452539305, -0.020055831474977866, 0.12941675709401745, 0.01915702131254574, 0.9997829727101851, 0.008186330876288284, -0.1295528537984217, -0.00563658607959592, 0.9915564971145375, 478
184, 185, 35, 40, -0.25078611691807673, -8.730801046481532e-05, 0.05649369018756506, 0.9925487173157191, -0.017092980461960307, 0.12064358156921445, 0.01726593121076665, 0.9998508572969032, -0.00038830667365956644, -0.12061895114096183, 0.002468437071261096, 0.9926958121419065, 455
185, 186, 40, 45, -0.18330105702038407, -0.028429894787617226, 0.07026261198902595, 0.9937718509641806, 0.009750765216605726, 0.11100644489811033, -0.008579252416225409, 0.9999024034421957, -0.011026332957939205, -0.11110312623506695, 0.010005307002349183, 0.9937585165283281, 520
186, 187, 45, 50, -0.2766579345242979, 0.014918743004141467, 0.14144945730769526, 0.988434564788791, -0.006477758330796736, 0.15150956992151055, 0.003036217472738381, 0.9997323401572669, 0.02293533141537197, -0.15161758642799833, -0.02221005832235697, 0.9881896684316558, 406
187, 188, 50, 55, -0.3438732822766343, -0.006228575232597069, -0.00044687307627749347, 0.9990601893392433, -0.014572544980647816, 0.04082130583681022, 0.014197258335802836, 0.9998543842015065, 0.009468275913420598, -0.04095333848640276, -0.008879826902207935, 0.99912160057773, 381
188, 189, 55, 61, -0.4565915458862494, -0.012772230835056547, -0.0016441018494784223, 0.9981604580837199, 0.02201929616297492, 0.056487613815645314, -0.02237160648185334, 0.9997339723519106, 0.005612107348452623, -0.056349011894791884, -0.006865502309127799, 0.9983875268334055, 296
189, 190, 61, 65, -0.33514974659142327, -0.012012766934433466, -0.010487800790912627, 0.9967997366893718, -0.015184299742453916, 0.07848389629299744, 0.015145175556444823, 0.9998847070333022, 0.0010937542192081878, -0.07849145554366366, 9.839847000161284e-05, 0.9969147815758266, 404
190, 191, 65, 70, -0.35016926236402823, 0.010187659935059348, -0.07436954808771579, 0.9983660758551111, -0.015927302940456963, 0.05487713187393807, 0.01584131868110307, 0.9998725151582536, 0.002001512815781535, -0.05490201457242164, -0.0011289163613455806, 0.9984911087955358, 395
191, 192, 70, 75, -0.16471296687700232, 0.01125977373006362, 0.0061570121245131774, 0.9997461383264925, 0.0030253727231348095, -0.022327248400820402, -0.0030436361030776174, 0.9999950607608927, -0.0007840491632966741, 0.02232476608024965, 0.0008518061425782219, 0.9997504084749141, 529
192, 193, 75, 80, -0.02609853486333605, 0.004335467787592514, -0.0018328295857798532, 0.9999326293249191, 0.010759520000229726, 0.004355403622946963, -0.010785599766867701, 0.9999237762042523, 0.006009377596483934, -0.004290413619112614, -0.0060559483809594075, 0.9999724585408261, 625
193, 194, 80, 85, -0.21020406929807528, -0.005885742641173858, 0.007241659883342485, 0.9994103730254166, 0.0005051488407845858, 0.03433148866341354, -0.0008078909094024852, 0.9999609097251734, 0.008804903967795107, -0.03432569884905393, -0.008827448456503939, 0.9993717139044269, 460
194, 195, 85, 90, -0.31499884536209766, -0.007813480601034189, -0.0023699446573628344, 0.9988906394369076, 0.007552141678747691, 0.04648070138660174, -0.007805467476662826, 0.9999556444164807, 0.005271041366894191, -0.04643883205677197, -0.005627997484443058, 0.998905281055976, 476
195, 196, 90, 95, -0.42615751632877524, 0.005887602605683847, -0.018605425139618065, 0.9988714627280028, -0.0011340126182520988, 0.0474817329401755, 0.0008020146233132668, 0.9999751039045064, 0.007010587972154991, -0.04748850092563981, -0.006964595218171086, 0.9988475042233838, 477
196, 197, 95, 100, -0.4990091260344755, 0.03888806162846072, -0.10234815335935832, 0.9961930785429776, -0.026052440502338122, 0.08319026750129571, 0.02628909308007181, 0.9996528495870662, -0.0017503992360386601, -0.08311578579362848, 0.003930732289326394, 0.9965321447377287, 456
197, 198, 100, 105, -0.20593592045179449, -0.018709245034216202, 0.03789996467480417, 0.9992749287522646, -0.007148064908322992, 0.03739681718037857, 0.006803262393387025, 0.9999332447946113, 0.009339249184295535, -0.037461078307531134, -0.009078057203281198, 0.9992568521103325, 595
198, 199, 105, 110, -0.20971674656817943, 0.0023651633963728187, -0.007254926981212721, 0.998960956883381, 0.01664514480282316, 0.04242576784375962, -0.016547649539945565, 0.9998595713299522, -0.0026481908139957626, -0.04246388956917008, 0.001943392491817383, 0.9990961121475149, 490
